               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  97,            0.020416,           0.0091188,                   0,             0.87335,             0.85231,             0.91257,             0.74898,            0.020019,           0.0036355,                   0,           0.0061984,           0.0061984,           0.0061984
                  98,             0.02028,            0.009509,                   0,             0.87504,             0.80618,             0.89999,             0.73799,            0.021649,           0.0038504,                   0,           0.0061588,           0.0061588,           0.0061588
                  99,            0.019724,           0.0087855,                   0,             0.87046,             0.88711,              0.9242,              0.7584,            0.021511,            0.003327,                   0,           0.0061192,           0.0061192,           0.0061192
                 100,            0.020085,           0.0087495,                   0,             0.83691,             0.85045,             0.90808,             0.76134,            0.021543,           0.0034475,                   0,           0.0060796,           0.0060796,           0.0060796
                 101,            0.019493,            0.009098,                   0,             0.78973,             0.85393,             0.87382,             0.72184,            0.020948,           0.0039676,                   0,             0.00604,             0.00604,             0.00604
                 102,             0.02018,           0.0091913,                   0,             0.86257,             0.84623,             0.91002,             0.76433,            0.020735,           0.0037338,                   0,           0.0060004,           0.0060004,           0.0060004
                 103,            0.020415,           0.0088577,                   0,             0.80739,             0.81742,             0.87856,             0.71066,            0.020649,           0.0038896,                   0,           0.0059608,           0.0059608,           0.0059608
                 104,            0.019113,            0.008901,                   0,             0.87127,             0.86517,             0.91077,             0.76756,            0.019355,           0.0034759,                   0,           0.0059212,           0.0059212,           0.0059212
                 105,            0.019274,           0.0087091,                   0,             0.86377,              0.8727,             0.92721,             0.75757,            0.019011,           0.0033622,                   0,           0.0058816,           0.0058816,           0.0058816
                 106,            0.020439,           0.0085368,                   0,             0.86463,              0.8736,             0.92136,             0.74968,            0.018588,           0.0035195,                   0,            0.005842,            0.005842,            0.005842
                 107,             0.02001,           0.0088728,                   0,             0.85267,             0.86163,             0.89754,             0.73068,            0.019975,           0.0035284,                   0,           0.0058024,           0.0058024,           0.0058024
                 108,            0.019244,           0.0085456,                   0,             0.87806,             0.86976,             0.92582,             0.77652,            0.020577,            0.003613,                   0,           0.0057628,           0.0057628,           0.0057628
                 109,            0.019847,           0.0089298,                   0,             0.87741,             0.84437,             0.93431,             0.76409,            0.017459,           0.0033813,                   0,           0.0057232,           0.0057232,           0.0057232
                 110,            0.019144,           0.0083041,                   0,             0.85216,              0.8736,             0.93383,             0.77891,            0.018007,           0.0033063,                   0,           0.0056836,           0.0056836,           0.0056836
                 111,            0.019794,           0.0085264,                   0,             0.89275,             0.86517,             0.93683,             0.77375,             0.01859,           0.0032173,                   0,            0.005644,            0.005644,            0.005644
                 112,            0.018774,           0.0085418,                   0,             0.87755,              0.8656,             0.93029,             0.77329,            0.017564,           0.0033043,                   0,           0.0056044,           0.0056044,           0.0056044
                 113,            0.019571,           0.0087702,                   0,             0.85512,             0.86215,             0.91858,             0.77293,             0.01739,           0.0032502,                   0,           0.0055648,           0.0055648,           0.0055648
                 114,            0.018939,           0.0085546,                   0,             0.87636,              0.8764,             0.93427,              0.7962,            0.019588,           0.0029125,                   0,           0.0055252,           0.0055252,           0.0055252
                 115,            0.018897,           0.0080897,                   0,             0.87342,              0.8916,             0.92875,             0.77961,            0.020026,           0.0031209,                   0,           0.0054856,           0.0054856,           0.0054856
                 116,              0.0181,           0.0079779,                   0,             0.87965,             0.84176,             0.90073,             0.75283,            0.019994,             0.00366,                   0,            0.005446,            0.005446,            0.005446
                 117,            0.018022,           0.0080765,                   0,             0.82709,              0.8465,             0.87757,             0.72719,            0.020107,           0.0037341,                   0,           0.0054064,           0.0054064,           0.0054064
                 118,              0.0181,           0.0083357,                   0,             0.86758,             0.83708,             0.91112,             0.75186,            0.021257,            0.003373,                   0,           0.0053668,           0.0053668,           0.0053668
                 119,            0.018028,           0.0078819,                   0,             0.87106,             0.87289,             0.91158,              0.7591,             0.01785,           0.0033572,                   0,           0.0053272,           0.0053272,           0.0053272
                 120,            0.018508,           0.0081363,                   0,              0.8566,             0.88934,             0.92625,             0.78076,            0.021787,           0.0032411,                   0,           0.0052876,           0.0052876,           0.0052876
                 121,            0.018957,           0.0082999,                   0,             0.87842,             0.86798,             0.92106,             0.77177,            0.019095,           0.0032882,                   0,            0.005248,            0.005248,            0.005248
                 122,            0.018067,           0.0078633,                   0,             0.88033,             0.86787,             0.92757,             0.78739,            0.015511,           0.0034379,                   0,           0.0052084,           0.0052084,           0.0052084
                 123,            0.018039,            0.008313,                   0,             0.88969,              0.8764,             0.92931,             0.77256,            0.017004,           0.0031355,                   0,           0.0051688,           0.0051688,           0.0051688
                 124,            0.017744,           0.0081742,                   0,             0.85045,             0.86258,              0.8987,             0.73866,            0.019951,           0.0034054,                   0,           0.0051292,           0.0051292,           0.0051292
                 125,            0.018217,           0.0082003,                   0,              0.8964,             0.89326,               0.947,             0.81248,            0.019904,           0.0028887,                   0,           0.0050896,           0.0050896,           0.0050896
                 126,            0.017071,           0.0076441,                   0,              0.9138,             0.88483,             0.94439,             0.80306,            0.018071,            0.002952,                   0,             0.00505,             0.00505,             0.00505
                 127,            0.016634,           0.0076414,                   0,             0.85933,             0.87518,             0.91647,             0.77261,            0.021635,           0.0034954,                   0,           0.0050104,           0.0050104,           0.0050104
                 128,            0.017756,           0.0080799,                   0,             0.92166,             0.86798,             0.94014,             0.80458,            0.016631,           0.0031174,                   0,           0.0049708,           0.0049708,           0.0049708
                 129,            0.017335,            0.007666,                   0,               0.896,             0.89543,               0.937,             0.80319,             0.01632,           0.0029594,                   0,           0.0049312,           0.0049312,           0.0049312
                 130,            0.017549,           0.0075748,                   0,             0.89371,             0.89755,             0.92778,              0.7842,            0.018449,           0.0032539,                   0,           0.0048916,           0.0048916,           0.0048916
                 131,            0.017765,           0.0080299,                   0,             0.89815,             0.89888,             0.91622,             0.76055,            0.020123,           0.0033144,                   0,            0.004852,            0.004852,            0.004852
                 132,            0.016987,           0.0074024,                   0,             0.89791,             0.89607,              0.9432,              0.7988,            0.018476,            0.003036,                   0,           0.0048124,           0.0048124,           0.0048124
                 133,             0.01706,           0.0076416,                   0,             0.84864,             0.93258,             0.94401,             0.80622,            0.016107,           0.0029249,                   0,           0.0047728,           0.0047728,           0.0047728
                 134,            0.017241,            0.007688,                   0,             0.89168,             0.92493,             0.95494,             0.82036,             0.01664,           0.0029166,                   0,           0.0047332,           0.0047332,           0.0047332
                 135,            0.017246,           0.0076744,                   0,             0.89636,             0.89893,             0.94129,             0.80751,            0.015013,           0.0032341,                   0,           0.0046936,           0.0046936,           0.0046936
                 136,            0.017006,           0.0077306,                   0,             0.90021,              0.8736,              0.9231,             0.78856,            0.014503,           0.0033934,                   0,            0.004654,            0.004654,            0.004654
                 137,            0.016684,           0.0076704,                   0,             0.91236,             0.87729,             0.94904,             0.80802,             0.01488,           0.0030537,                   0,           0.0046144,           0.0046144,           0.0046144
                 138,            0.016543,           0.0076613,                   0,             0.89178,             0.88764,             0.93902,             0.81439,            0.017091,           0.0030673,                   0,           0.0045748,           0.0045748,           0.0045748
                 139,            0.016907,           0.0076539,                   0,              0.9113,             0.89326,              0.9388,             0.79577,            0.021223,           0.0031143,                   0,           0.0045352,           0.0045352,           0.0045352
                 140,            0.016526,           0.0075345,                   0,             0.89021,             0.91104,              0.9415,              0.8078,            0.016414,           0.0031652,                   0,           0.0044956,           0.0044956,           0.0044956
                 141,            0.016648,           0.0074814,                   0,             0.92754,             0.91011,             0.94957,             0.82639,            0.015706,           0.0028738,                   0,            0.004456,            0.004456,            0.004456
                 142,            0.016198,           0.0071969,                   0,             0.91212,             0.90379,             0.95007,             0.82315,            0.016287,           0.0029618,                   0,           0.0044164,           0.0044164,           0.0044164
                 143,            0.016412,           0.0073108,                   0,             0.93324,              0.9032,             0.94922,              0.8236,            0.015274,           0.0027452,                   0,           0.0043768,           0.0043768,           0.0043768
                 144,            0.016356,            0.007305,                   0,             0.91771,             0.90845,             0.95057,             0.81705,            0.016258,           0.0028147,                   0,           0.0043372,           0.0043372,           0.0043372
                 145,            0.016803,           0.0072381,                   0,             0.89237,             0.92135,              0.9586,              0.8368,            0.014549,            0.002719,                   0,           0.0042976,           0.0042976,           0.0042976
                 146,            0.016415,           0.0071832,                   0,             0.93503,             0.88945,             0.95203,             0.82873,            0.013533,           0.0028488,                   0,            0.004258,            0.004258,            0.004258
                 147,            0.015458,           0.0068573,                   0,             0.92293,             0.91292,             0.94206,             0.80699,            0.016023,           0.0030976,                   0,           0.0042184,           0.0042184,           0.0042184
                 148,            0.016151,           0.0072681,                   0,               0.907,              0.9073,             0.95059,             0.81945,            0.014502,           0.0028488,                   0,           0.0041788,           0.0041788,           0.0041788
                 149,            0.015657,           0.0072416,                   0,              0.9294,              0.9073,             0.95811,             0.81705,            0.017321,           0.0027782,                   0,           0.0041392,           0.0041392,           0.0041392
                 150,            0.015512,           0.0069655,                   0,              0.8677,             0.88427,             0.91368,             0.79438,            0.017725,            0.003054,                   0,           0.0040996,           0.0040996,           0.0040996
                 151,             0.01587,           0.0069216,                   0,             0.84201,             0.86517,             0.91502,             0.79151,            0.020008,           0.0032035,                   0,             0.00406,             0.00406,             0.00406
                 152,            0.015824,           0.0070532,                   0,             0.88128,             0.85489,             0.92753,             0.80441,            0.017727,           0.0030853,                   0,           0.0040204,           0.0040204,           0.0040204
                 153,            0.015087,           0.0070874,                   0,             0.90371,             0.89888,             0.95201,             0.83734,            0.014804,           0.0028479,                   0,           0.0039808,           0.0039808,           0.0039808
                 154,            0.015464,           0.0069658,                   0,              0.8983,             0.89317,             0.93831,             0.80903,            0.016685,           0.0030816,                   0,           0.0039412,           0.0039412,           0.0039412
                 155,            0.015272,           0.0068484,                   0,             0.91421,             0.90449,             0.95468,             0.83208,            0.015333,           0.0028909,                   0,           0.0039016,           0.0039016,           0.0039016
                 156,            0.015843,           0.0069911,                   0,             0.92573,             0.87527,             0.93568,             0.81392,             0.01504,            0.002835,                   0,            0.003862,            0.003862,            0.003862
                 157,            0.016028,           0.0071258,                   0,             0.88355,             0.87379,             0.91441,             0.79731,            0.014227,           0.0031255,                   0,           0.0038224,           0.0038224,           0.0038224
                 158,            0.015447,           0.0069006,                   0,              0.9069,             0.91292,             0.94543,             0.81102,            0.015692,           0.0029669,                   0,           0.0037828,           0.0037828,           0.0037828
                 159,            0.015118,           0.0067199,                   0,             0.92901,              0.8736,             0.92354,              0.7991,            0.015564,           0.0029921,                   0,           0.0037432,           0.0037432,           0.0037432
                 160,            0.014747,           0.0068388,                   0,             0.90892,             0.88202,             0.94385,             0.81526,            0.015633,           0.0029336,                   0,           0.0037036,           0.0037036,           0.0037036
                 161,            0.014597,           0.0068557,                   0,             0.91921,             0.88483,             0.94993,             0.83677,            0.013221,           0.0028432,                   0,            0.003664,            0.003664,            0.003664
                 162,            0.015085,            0.006777,                   0,             0.89868,             0.90449,             0.94248,              0.8392,             0.01362,           0.0028688,                   0,           0.0036244,           0.0036244,           0.0036244
                 163,            0.014624,           0.0069663,                   0,             0.89723,             0.90737,             0.94304,             0.83503,            0.014113,           0.0028367,                   0,           0.0035848,           0.0035848,           0.0035848
                 164,              0.0152,           0.0068752,                   0,             0.89386,             0.89045,             0.94512,             0.84441,            0.013831,           0.0027171,                   0,           0.0035452,           0.0035452,           0.0035452
